global_id,dataset,clip_model,clipscore_pos,clipscore_neg_mean,num_negatives
VSB_vsb_0283,VSB,openai/clip-vit-base-patch32,0.25651782751083374,0.20859000980854034,10
VSB_vsb_0260,VSB,openai/clip-vit-base-patch32,0.2519509494304657,0.2117477089166641,10
VSB_vsb_0427,VSB,openai/clip-vit-base-patch32,0.3144296109676361,0.21617148220539092,10
VSB_vsb_0375,VSB,openai/clip-vit-base-patch32,0.26203444600105286,0.2185480400919914,10
VSB_vsb_0385,VSB,openai/clip-vit-base-patch32,0.2449081838130951,0.21297302544116975,10
VSB_vsb_0389,VSB,openai/clip-vit-base-patch32,0.34367048740386963,0.2129689037799835,10
VSB_vsb_0419,VSB,openai/clip-vit-base-patch32,0.28305065631866455,0.19943521171808243,10
VSB_vsb_0346,VSB,openai/clip-vit-base-patch32,0.3372418284416199,0.19575810730457305,10
VSB_vsb_0336,VSB,openai/clip-vit-base-patch32,0.2657305598258972,0.21233201175928115,10
VSB_vsb_0412,VSB,openai/clip-vit-base-patch32,0.30434033274650574,0.19635340124368666,10
VSB_vsb_0360,VSB,openai/clip-vit-base-patch32,0.29322874546051025,0.20434587001800536,10
VSB_vsb_0378,VSB,openai/clip-vit-base-patch32,0.2226872444152832,0.22599550634622573,10
VSB_vsb_0356,VSB,openai/clip-vit-base-patch32,0.289146363735199,0.1940308392047882,10
VSB_vsb_0366,VSB,openai/clip-vit-base-patch32,0.24727116525173187,0.20212756991386413,10
VSB_vsb_0364,VSB,openai/clip-vit-base-patch32,0.2830020785331726,0.20033376663923264,10
VSB_vsb_0417,VSB,openai/clip-vit-base-patch32,0.2812243103981018,0.20742724239826202,10
VSB_vsb_0393,VSB,openai/clip-vit-base-patch32,0.288699746131897,0.2051958277821541,10
VSB_vsb_0384,VSB,openai/clip-vit-base-patch32,0.24413347244262695,0.19014702886343002,10
VSB_vsb_0408,VSB,openai/clip-vit-base-patch32,0.2776462435722351,0.18570178896188735,10
VSB_vsb_0428,VSB,openai/clip-vit-base-patch32,0.2490350604057312,0.18963913023471832,10
VSB_vsb_0340,VSB,openai/clip-vit-base-patch32,0.27177244424819946,0.2085315018892288,10
VSB_vsb_0387,VSB,openai/clip-vit-base-patch32,0.32949209213256836,0.20560580044984816,10
VSB_vsb_0415,VSB,openai/clip-vit-base-patch32,0.22714759409427643,0.20124403089284898,10
VSB_vsb_0414,VSB,openai/clip-vit-base-patch32,0.30878496170043945,0.21738921254873275,10
VSB_vsb_0341,VSB,openai/clip-vit-base-patch32,0.29734694957733154,0.20062828361988067,10
VSB_vsb_0357,VSB,openai/clip-vit-base-patch32,0.29625827074050903,0.19666155129671098,10
VSB_vsb_0418,VSB,openai/clip-vit-base-patch32,0.2954671084880829,0.21247230619192123,10
VSB_vsb_0344,VSB,openai/clip-vit-base-patch32,0.3525700271129608,0.20737283676862717,10
VSB_vsb_0369,VSB,openai/clip-vit-base-patch32,0.31380438804626465,0.21487847417593003,10
VSB_vsb_0421,VSB,openai/clip-vit-base-patch32,0.25975358486175537,0.20500521063804628,10
VSB_vsb_0407,VSB,openai/clip-vit-base-patch32,0.22864513099193573,0.19100343137979509,10
VSB_vsb_0398,VSB,openai/clip-vit-base-patch32,0.28887102007865906,0.21857906132936478,10
VSB_vsb_0425,VSB,openai/clip-vit-base-patch32,0.21974152326583862,0.20250123292207717,10
VSB_vsb_0413,VSB,openai/clip-vit-base-patch32,0.27411216497421265,0.19629208743572235,10
VSB_vsb_0399,VSB,openai/clip-vit-base-patch32,0.287067711353302,0.18463004231452942,10
VSB_vsb_0404,VSB,openai/clip-vit-base-patch32,0.27668553590774536,0.2031535878777504,10
VSB_vsb_0355,VSB,openai/clip-vit-base-patch32,0.3616114556789398,0.20246622264385222,10
VSB_vsb_0410,VSB,openai/clip-vit-base-patch32,0.332369327545166,0.20297614187002183,10
VSB_vsb_0365,VSB,openai/clip-vit-base-patch32,0.2982173562049866,0.19186870753765106,10
